id,BRAND,PURPOSE,OPERATING_SYSTEM,YEAR,PROCESSOR_TYPE,AMD_MODEL,INTEL_MODEL,QUALCOMM_MODEL,GRAPHICS_NUMBER,GRAPHICS_TYPE,GRAPHICS_BRAND,NVIDIA_GRAPHICS,AMD_GRAPHICS,INTEL_GRAPHICS,DRIVE_NUMBER,DRIVE_TYPE,CAPACITY,RAM_NUMBER,RAM_TYPE,RAM_CAPACITY,SCREEN_RESOLUTION,SCREEN_CONDITION,KEYBOARD_LAYOUT,KEYBOARD_CONDITION,LAPTOP_POWER_STATUS,LAPTOP_CHARGER,LAPTOP_USB,LAN_PORT,WIFI_CONDITION,BLUETOOTH_CONDITION
1473,,,,,,,Xeon E3-1270 v2,,,,,,,,,,,,,,,,,,,,,,,
1474,,,,,,,Xeon E3-1275 v2,,,,,,,,,,,,,,,,,,,,,,,
1475,,,,,,,Xeon E3-1280 v2,,,,,,,,,,,,,,,,,,,,,,,
1476,,,,,,,Xeon E3-1290 v2,,,,,,,,,,,,,,,,,,,,,,,
1477,,,,,,,Xeon E3-1105C,,,,,,,,,,,,,,,,,,,,,,,
1478,,,,,,,Xeon E3-1125C,,,,,,,,,,,,,,,,,,,,,,,
1479,,,,,,,Xeon E3-1290,,,,,,,,,,,,,,,,,,,,,,,
1480,,,,,,,Xeon E3-1220,,,,,,,,,,,,,,,,,,,,,,,
1481,,,,,,,Xeon E3-1220L,,,,,,,,,,,,,,,,,,,,,,,
1482,,,,,,,Xeon E3-1225,,,,,,,,,,,,,,,,,,,,,,,
1483,,,,,,,Xeon E3-1230,,,,,,,,,,,,,,,,,,,,,,,
1484,,,,,,,Xeon E3-1235,,,,,,,,,,,,,,,,,,,,,,,
1485,,,,,,,Xeon E3-1240,,,,,,,,,,,,,,,,,,,,,,,
1486,,,,,,,Xeon E3-1245,,,,,,,,,,,,,,,,,,,,,,,
1487,,,,,,,Xeon E3-1260L,,,,,,,,,,,,,,,,,,,,,,,
1488,,,,,,,Xeon E3-1270,,,,,,,,,,,,,,,,,,,,,,,
1489,,,,,,,Xeon E3-1275,,,,,,,,,,,,,,,,,,,,,,,
1490,,,,,,,Xeon E3-1280,,,,,,,,,,,,,,,,,,,,,,,
1491,,,,,,,Xeon E5603,,,,,,,,,,,,,,,,,,,,,,,
1492,,,,,,,Xeon E5606,,,,,,,,,,,,,,,,,,,,,,,
1493,,,,,,,Xeon E5607,,,,,,,,,,,,,,,,,,,,,,,
1494,,,,,,,Xeon E5649,,,,,,,,,,,,,,,,,,,,,,,
1495,,,,,,,Xeon W3690,,,,,,,,,,,,,,,,,,,,,,,
1496,,,,,,,Xeon X5647,,,,,,,,,,,,,,,,,,,,,,,
1497,,,,,,,Xeon X5672,,,,,,,,,,,,,,,,,,,,,,,
1498,,,,,,,Xeon X5675,,,,,,,,,,,,,,,,,,,,,,,
1499,,,,,,,Xeon X5687,,,,,,,,,,,,,,,,,,,,,,,
1500,,,,,,,Xeon E5690,,,,,,,,,,,,,,,,,,,,,,,
1501,,,,,,,Xeon W3670,,,,,,,,,,,,,,,,,,,,,,,
1502,,,,,,,Xeon X3480,,,,,,,,,,,,,,,,,,,,,,,
1503,,,,,,,Xeon E5620,,,,,,,,,,,,,,,,,,,,,,,
1504,,,,,,,Xeon E5630,,,,,,,,,,,,,,,,,,,,,,,
1505,,,,,,,Xeon E5640,,,,,,,,,,,,,,,,,,,,,,,
1506,,,,,,,Xeon E5645,,,,,,,,,,,,,,,,,,,,,,,
1507,,,,,,,Xeon L3406,,,,,,,,,,,,,,,,,,,,,,,
1508,,,,,,,Xeon L5609,,,,,,,,,,,,,,,,,,,,,,,
1509,,,,,,,Xeon L5618,,,,,,,,,,,,,,,,,,,,,,,
1510,,,,,,,Xeon L5630,,,,,,,,,,,,,,,,,,,,,,,
1511,,,,,,,Xeon L5638,,,,,,,,,,,,,,,,,,,,,,,
1512,,,,,,,Xeon L5640,,,,,,,,,,,,,,,,,,,,,,,
1513,,,,,,,Xeon W3680,,,,,,,,,,,,,,,,,,,,,,,
1514,,,,,,,Xeon X5650,,,,,,,,,,,,,,,,,,,,,,,
1515,,,,,,,Xeon X5660,,,,,,,,,,,,,,,,,,,,,,,
1516,,,,,,,Xeon X5667,,,,,,,,,,,,,,,,,,,,,,,
1517,,,,,,,Xeon X5670,,,,,,,,,,,,,,,,,,,,,,,
1518,,,,,,,Xeon X5677,,,,,,,,,,,,,,,,,,,,,,,
1519,,,,,,,Xeon X5680,,,,,,,,,,,,,,,,,,,,,,,
1520,,,,,,,Xeon E5503,,,,,,,,,,,,,,,,,,,,,,,
1521,,,,,,,Xeon E5507,,,,,,,,,,,,,,,,,,,,,,,
1522,,,,,,,Xeon E6510,,,,,,,,,,,,,,,,,,,,,,,
1523,,,,,,,Xeon E6540,,,,,,,,,,,,,,,,,,,,,,,
1524,,,,,,,Xeon E7520,,,,,,,,,,,,,,,,,,,,,,,
1525,,,,,,,Xeon E7530,,,,,,,,,,,,,,,,,,,,,,,
1526,,,,,,,Xeon E7540,,,,,,,,,,,,,,,,,,,,,,,
1527,,,,,,,Xeon EC3539,,,,,,,,,,,,,,,,,,,,,,,
1528,,,,,,,Xeon EC5509,,,,,,,,,,,,,,,,,,,,,,,
1529,,,,,,,Xeon EC5539,,,,,,,,,,,,,,,,,,,,,,,
1530,,,,,,,Xeon EC5549,,,,,,,,,,,,,,,,,,,,,,,
1531,,,,,,,Xeon L7545,,,,,,,,,,,,,,,,,,,,,,,
1532,,,,,,,Xeon L7555,,,,,,,,,,,,,,,,,,,,,,,
1533,,,,,,,Xeon LC3518,,,,,,,,,,,,,,,,,,,,,,,
1534,,,,,,,Xeon LC3528,,,,,,,,,,,,,,,,,,,,,,,
1535,,,,,,,Xeon LC5518,,,,,,,,,,,,,,,,,,,,,,,
1536,,,,,,,Xeon LC5528,,,,,,,,,,,,,,,,,,,,,,,
1537,,,,,,,Xeon W3530,,,,,,,,,,,,,,,,,,,,,,,
1538,,,,,,,Xeon X6550,,,,,,,,,,,,,,,,,,,,,,,
1539,,,,,,,Xeon X7542,,,,,,,,,,,,,,,,,,,,,,,
1540,,,,,,,Xeon X7550,,,,,,,,,,,,,,,,,,,,,,,
1541,,,,,,,Xeon X7560,,,,,,,,,,,,,,,,,,,,,,,
1542,,,,,,,Xeon W3565,,,,,,,,,,,,,,,,,,,,,,,
1543,,,,,,,Xeon L3426,,,,,,,,,,,,,,,,,,,,,,,
1544,,,,,,,Xeon X3430,,,,,,,,,,,,,,,,,,,,,,,
1545,,,,,,,Xeon X3440,,,,,,,,,,,,,,,,,,,,,,,
1546,,,,,,,Xeon X3450,,,,,,,,,,,,,,,,,,,,,,,
1547,,,,,,,Xeon X3460,,,,,,,,,,,,,,,,,,,,,,,
1548,,,,,,,Xeon X3470,,,,,,,,,,,,,,,,,,,,,,,
1549,,,,,,,Xeon L5530,,,,,,,,,,,,,,,,,,,,,,,
1550,,,,,,,Xeon W3550,,,,,,,,,,,,,,,,,,,,,,,
1551,,,,,,,Xeon W3580,,,,,,,,,,,,,,,,,,,,,,,
1552,,,,,,,Xeon W5590,,,,,,,,,,,,,,,,,,,,,,,
1553,,,,,,,Xeon E5502,,,,,,,,,,,,,,,,,,,,,,,
1554,,,,,,,Xeon E5504,,,,,,,,,,,,,,,,,,,,,,,
1555,,,,,,,Xeon E5506,,,,,,,,,,,,,,,,,,,,,,,
1556,,,,,,,Xeon E5520,,,,,,,,,,,,,,,,,,,,,,,
1557,,,,,,,Xeon E5530,,,,,,,,,,,,,,,,,,,,,,,
1558,,,,,,,Xeon E5540,,,,,,,,,,,,,,,,,,,,,,,
1559,,,,,,,Xeon L5506,,,,,,,,,,,,,,,,,,,,,,,
1560,,,,,,,Xeon L5508,,,,,,,,,,,,,,,,,,,,,,,
1561,,,,,,,Xeon L5518,,,,,,,,,,,,,,,,,,,,,,,
1562,,,,,,,Xeon L5520,,,,,,,,,,,,,,,,,,,,,,,
1563,,,,,,,Xeon W3520,,,,,,,,,,,,,,,,,,,,,,,
1564,,,,,,,Xeon W3540,,,,,,,,,,,,,,,,,,,,,,,
1565,,,,,,,Xeon W3570,,,,,,,,,,,,,,,,,,,,,,,
1566,,,,,,,Xeon W5580,,,,,,,,,,,,,,,,,,,,,,,
1567,,,,,,,Xeon X5550,,,,,,,,,,,,,,,,,,,,,,,
1568,,,,,,,Xeon X5560,,,,,,,,,,,,,,,,,,,,,,,
1569,,,,,,,Xeon X5570,,,,,,,,,,,,,,,,,,,,,,,
1570,,,,,,,Xeon X3380,,,,,,,,,,,,,,,,,,,,,,,
1571,,,,,,,Xeon L3110,,,,,,,,,,,,,,,,,,,,,,,
1572,,,,,,,Xeon L3360,,,,,,,,,,,,,,,,,,,,,,,
1573,,,,,,,Xeon X5270,,,,,,,,,,,,,,,,,,,,,,,
1574,,,,,,,Xeon L3014,,,,,,,,,,,,,,,,,,,,,,,
1575,,,,,,,Xeon L5215,,,,,,,,,,,,,,,,,,,,,,,
1576,,,,,,,Xeon E7420,,,,,,,,,,,,,,,,,,,,,,,
1577,,,,,,,Xeon E7430,,,,,,,,,,,,,,,,,,,,,,,
1578,,,,,,,Xeon E7440,,,,,,,,,,,,,,,,,,,,,,,
1579,,,,,,,Xeon E7450,,,,,,,,,,,,,,,,,,,,,,,
1580,,,,,,,Xeon L7445,,,,,,,,,,,,,,,,,,,,,,,
1581,,,,,,,Xeon L7455,,,,,,,,,,,,,,,,,,,,,,,
1582,,,,,,,Xeon X7460,,,,,,,,,,,,,,,,,,,,,,,
1583,,,,,,,Xeon L5430,,,,,,,,,,,,,,,,,,,,,,,
1584,,,,,,,Xeon X5470,,,,,,,,,,,,,,,,,,,,,,,
1585,,,,,,,Xeon X5492,,,,,,,,,,,,,,,,,,,,,,,
1586,,,,,,,Xeon E3120,,,,,,,,,,,,,,,,,,,,,,,
1587,,,,,,,Xeon X3330,,,,,,,,,,,,,,,,,,,,,,,
1588,,,,,,,Xeon X3370,,,,,,,,,,,,,,,,,,,,,,,
1589,,,,,,,Xeon L5240,,,,,,,,,,,,,,,,,,,,,,,
1590,,,,,,,Xeon E5220,,,,,,,,,,,,,,,,,,,,,,,
1591,,,,,,,Xeon E5240,,,,,,,,,,,,,,,,,,,,,,,
1592,,,,,,,Xeon L5318,,,,,,,,,,,,,,,,,,,,,,,
1593,,,,,,,Xeon L5408,,,,,,,,,,,,,,,,,,,,,,,
1594,,,,,,,Xeon L5410,,,,,,,,,,,,,,,,,,,,,,,
1595,,,,,,,Xeon L5420,,,,,,,,,,,,,,,,,,,,,,,
1596,,,,,,,Xeon X3320,,,,,,,,,,,,,,,,,,,,,,,
1597,,,,,,,Xeon X3350,,,,,,,,,,,,,,,,,,,,,,,
1598,,,,,,,Xeon X3360,,,,,,,,,,,,,,,,,,,,,,,
1599,,,,,,,Xeon E3110,,,,,,,,,,,,,,,,,,,,,,,
1600,,,,,,,Xeon L5238,,,,,,,,,,,,,,,,,,,,,,,
1601,,,,,,,Xeon 3065,,,,,,,,,,,,,,,,,,,,,,,
1602,,,,,,,Xeon E5205,,,,,,,,,,,,,,,,,,,,,,,
1603,,,,,,,Xeon E5405,,,,,,,,,,,,,,,,,,,,,,,
1604,,,,,,,Xeon E5410,,,,,,,,,,,,,,,,,,,,,,,
1605,,,,,,,Xeon E5420,,,,,,,,,,,,,,,,,,,,,,,
1606,,,,,,,Xeon E5430,,,,,,,,,,,,,,,,,,,,,,,
1607,,,,,,,Xeon E5440,,,,,,,,,,,,,,,,,,,,,,,
1608,,,,,,,Xeon E5450,,,,,,,,,,,,,,,,,,,,,,,
1609,,,,,,,Xeon E5462,,,,,,,,,,,,,,,,,,,,,,,
1610,,,,,,,Xeon E5472,,,,,,,,,,,,,,,,,,,,,,,
1611,,,,,,,Xeon X5260,,,,,,,,,,,,,,,,,,,,,,,
1612,,,,,,,Xeon X5272,,,,,,,,,,,,,,,,,,,,,,,
1613,,,,,,,Xeon X5450,,,,,,,,,,,,,,,,,,,,,,,
1614,,,,,,,Xeon X5460,,,,,,,,,,,,,,,,,,,,,,,
1615,,,,,,,Xeon X5472,,,,,,,,,,,,,,,,,,,,,,,
1616,,,,,,,Xeon X5482,,,,,,,,,,,,,,,,,,,,,,,
1617,,,,,,,Xeon L5335,,,,,,,,,,,,,,,,,,,,,,,
1618,,,,,,,Xeon X5365,,,,,,,,,,,,,,,,,,,,,,,
1619,,,,,,,Xeon X3230,,,,,,,,,,,,,,,,,,,,,,,
1620,,,,,,,Xeon E7210,,,,,,,,,,,,,,,,,,,,,,,
1621,,,,,,,Xeon E7220,,,,,,,,,,,,,,,,,,,,,,,
1622,,,,,,,Xeon E7310,,,,,,,,,,,,,,,,,,,,,,,
1623,,,,,,,Xeon E7320,,,,,,,,,,,,,,,,,,,,,,,
1624,,,,,,,Xeon E7330,,,,,,,,,,,,,,,,,,,,,,,
1625,,,,,,,Xeon E7340,,,,,,,,,,,,,,,,,,,,,,,
1626,,,,,,,Xeon L7345,,,,,,,,,,,,,,,,,,,,,,,
1627,,,,,,,Xeon X7350,,,,,,,,,,,,,,,,,,,,,,,
1628,,,,,,,Xeon L5310,,,,,,,,,,,,,,,,,,,,,,,
1629,,,,,,,Xeon L5320,,,,,,,,,,,,,,,,,,,,,,,
1630,,,,,,,Xeon X3210,,,,,,,,,,,,,,,,,,,,,,,
1631,,,,,,,Xeon X3220,,,,,,,,,,,,,,,,,,,,,,,
1632,,,,,,,Xeon E5310,,,,,,,,,,,,,,,,,,,,,,,
1633,,,,,,,Xeon E5320,,,,,,,,,,,,,,,,,,,,,,,
1634,,,,,,,Xeon E5335,,,,,,,,,,,,,,,,,,,,,,,
1635,,,,,,,Xeon E5345,,,,,,,,,,,,,,,,,,,,,,,
1636,,,,,,,Xeon LV 5128,,,,,,,,,,,,,,,,,,,,,,,
1637,,,,,,,Xeon LV 5138,,,,,,,,,,,,,,,,,,,,,,,
1638,,,,,,,Xeon X5355,,,,,,,,,,,,,,,,,,,,,,,
1639,,,,,,,"Xeon LV 1.66 GHz, 2M Cache, 667 MHz FSB",,,,,,,,,,,,,,,,,,,,,,,
1640,,,,,,,"Xeon LV 2.16 GHz, 2M Cache, 667 MHz FSB",,,,,,,,,,,,,,,,,,,,,,,
1641,,,,,,,"Xeon ULV 1.66 GHz, 2M Cache, 667 MHz FSB",,,,,,,,,,,,,,,,,,,,,,,
1642,,,,,,,Xeon 5130,,,,,,,,,,,,,,,,,,,,,,,
1643,,,,,,,Xeon 5140,,,,,,,,,,,,,,,,,,,,,,,
1644,,,,,,,Xeon LV 5148,,,,,,,,,,,,,,,,,,,,,,,
1645,,,,,,,"Xeon LV 2.00 GHz, 2M Cache, 667 MHz FSB",,,,,,,,,,,,,,,,,,,,,,,
1646,,,,,,,"64-bit Xeon 3.20 GHz, 1M Cache, 800 MHz FSB",,,,,,,,,,,,,,,,,,,,,,,
1647,,,,,,,"64-bit Xeon LV 2.80 GHz, 1M Cache, 800 MHz FSB",,,,,,,,,,,,,,,,,,,,,,,
1648,,,,,,,"Xeon 2.80 GHz, 512K Cache, 533 MHz FSB",,,,,,,,,,,,,,,,,,,,,,,
1649,,,,,,,"Xeon LV 2.40 GHz, 512K Cache, 400 MHz FSB",,,,,,,,,,,,,,,,,,,,,,,
1650,,,,,,,"Xeon 2.40 GHz, 512K Cache, 533 MHz FSB",,,,,,,,,,,,,,,,,,,,,,,
1651,,,,,,,"Xeon LV 1.60 GHz, 512K Cache, 400 MHz FSB",,,,,,,,,,,,,,,,,,,,,,,
1652,,,,,,,"Xeon 2.00 GHz, 512K Cache, 533 MHz FSB",,,,,,,,,,,,,,,,,,,,,,,
1653,,,,,,,Core i9-10900X X Series,,,,,,,,,,,,,,,,,,,,,,,
1654,,,,,,,Core i9-10920X X Series,,,,,,,,,,,,,,,,,,,,,,,
1655,,,,,,,Core i9-10940X X Series,,,,,,,,,,,,,,,,,,,,,,,
1656,,,,,,,Core i9-10980XE Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1657,,,,,,,Core i7-9800X X Series,,,,,,,,,,,,,,,,,,,,,,,
1658,,,,,,,Core i9-9820X X Series,,,,,,,,,,,,,,,,,,,,,,,
1659,,,,,,,Core i9-9900X X Series,,,,,,,,,,,,,,,,,,,,,,,
1660,,,,,,,Core i9-9920X X Series,,,,,,,,,,,,,,,,,,,,,,,
1661,,,,,,,Core i9-9940X X Series,,,,,,,,,,,,,,,,,,,,,,,
1662,,,,,,,Core i9-9960X X Series,,,,,,,,,,,,,,,,,,,,,,,
1663,,,,,,,Core i9-9980XE Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1664,,,,,,,Core i9-7940X X Series,,,,,,,,,,,,,,,,,,,,,,,
1665,,,,,,,Core i9-7960X X Series,,,,,,,,,,,,,,,,,,,,,,,
1666,,,,,,,Core i9-7980XE Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1667,,,,,,,Core i9-7920X X Series,,,,,,,,,,,,,,,,,,,,,,,
1668,,,,,,,Core i5-7640X X Series,,,,,,,,,,,,,,,,,,,,,,,
1669,,,,,,,Core i7-7740X X Series,,,,,,,,,,,,,,,,,,,,,,,
1670,,,,,,,Core i7-7800X X Series,,,,,,,,,,,,,,,,,,,,,,,
1671,,,,,,,Core i7-7820X X Series,,,,,,,,,,,,,,,,,,,,,,,
1672,,,,,,,Core i9-7900X X Series,,,,,,,,,,,,,,,,,,,,,,,
1673,,,,,,,Core i7-6800K,,,,,,,,,,,,,,,,,,,,,,,
1674,,,,,,,Core i7-6850K,,,,,,,,,,,,,,,,,,,,,,,
1675,,,,,,,Core i7-6900K,,,,,,,,,,,,,,,,,,,,,,,
1676,,,,,,,Core i7-6950X Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1677,,,,,,,Core i7-5820K,,,,,,,,,,,,,,,,,,,,,,,
1678,,,,,,,Core i7-5930K,,,,,,,,,,,,,,,,,,,,,,,
1679,,,,,,,Core i7-5960X Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1680,,,,,,,Core i7-4940MX Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1681,,,,,,,Core i7-4820K,,,,,,,,,,,,,,,,,,,,,,,
1682,,,,,,,Core i7-4930K,,,,,,,,,,,,,,,,,,,,,,,
1683,,,,,,,Core i7-4960X Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1684,,,,,,,Core i7-4930MX Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1685,,,,,,,Core i7-3970X Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1686,,,,,,,Core i7-3940XM Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1687,,,,,,,Core i7-3920XM Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1688,,,,,,,Core i7-3820,,,,,,,,,,,,,,,,,,,,,,,
1689,,,,,,,Core i7-3930K,,,,,,,,,,,,,,,,,,,,,,,
1690,,,,,,,Core i7-3960X Extreme Edition,,,,,,,,,,,,,,,,,,,,,,,
1691,,,,,,,Core i9-13900KS,,,,,,,,,,,,,,,,,,,,,,,
1692,,,,,,,Core i9-13900,,,,,,,,,,,,,,,,,,,,,,,
1693,,,,,,,Core i9-13900E,,,,,,,,,,,,,,,,,,,,,,,
1694,,,,,,,Core i9-13900F,,,,,,,,,,,,,,,,,,,,,,,
1695,,,,,,,Core i9-13900H,,,,,,,,,,,,,,,,,,,,,,,
1696,,,,,,,Core i9-13900HK,,,,,,,,,,,,,,,,,,,,,,,
1697,,,,,,,Core i9-13900HX,,,,,,,,,,,,,,,,,,,,,,,
1698,,,,,,,Core i9-13900T,,,,,,,,,,,,,,,,,,,,,,,
1699,,,,,,,Core i9-13900TE,,,,,,,,,,,,,,,,,,,,,,,
1700,,,,,,,Core i9-13905H,,,,,,,,,,,,,,,,,,,,,,,
1701,,,,,,,Core i9-13950HX,,,,,,,,,,,,,,,,,,,,,,,
1702,,,,,,,Core i9-13980HX,,,,,,,,,,,,,,,,,,,,,,,
1703,,,,,,,Core i9-13900K,,,,,,,,,,,,,,,,,,,,,,,
1704,,,,,,,Core i9-13900KF,,,,,,,,,,,,,,,,,,,,,,,
1705,,,,,,,Core i7-1355U,,,,,,,,,,,,,,,,,,,,,,,
1706,,,,,,,Core i7-1360P,,,,,,,,,,,,,,,,,,,,,,,
1707,,,,,,,Core i7-13620H,,,,,,,,,,,,,,,,,,,,,,,
1708,,,,,,,Core i7-13650HX,,,,,,,,,,,,,,,,,,,,,,,
1709,,,,,,,Core i7-1365U,,,,,,,,,,,,,,,,,,,,,,,
1710,,,,,,,Core i7-1365UE,,,,,,,,,,,,,,,,,,,,,,,
1711,,,,,,,Core i7-13700,,,,,,,,,,,,,,,,,,,,,,,
1712,,,,,,,Core i7-13700E,,,,,,,,,,,,,,,,,,,,,,,
1713,,,,,,,Core i7-13700F,,,,,,,,,,,,,,,,,,,,,,,
1714,,,,,,,Core i7-13700H,,,,,,,,,,,,,,,,,,,,,,,
1715,,,,,,,Core i7-13700HX,,,,,,,,,,,,,,,,,,,,,,,
1716,,,,,,,Core i7-13700T,,,,,,,,,,,,,,,,,,,,,,,
1717,,,,,,,Core i7-13700TE,,,,,,,,,,,,,,,,,,,,,,,
1718,,,,,,,Core i7-13705H,,,,,,,,,,,,,,,,,,,,,,,
1719,,,,,,,Core i7-1370P,,,,,,,,,,,,,,,,,,,,,,,
1720,,,,,,,Core i7-1370PE,,,,,,,,,,,,,,,,,,,,,,,
1721,,,,,,,Core i7-13800H,,,,,,,,,,,,,,,,,,,,,,,
1722,,,,,,,Core i7-13800HE,,,,,,,,,,,,,,,,,,,,,,,
1723,,,,,,,Core i7-13850HX,,,,,,,,,,,,,,,,,,,,,,,
1724,,,,,,,Core i7-13700K,,,,,,,,,,,,,,,,,,,,,,,
1725,,,,,,,Core i7-13700KF,,,,,,,,,,,,,,,,,,,,,,,
1726,,,,,,,Core i5-1334U,,,,,,,,,,,,,,,,,,,,,,,
1727,,,,,,,Core i5-1335U,,,,,,,,,,,,,,,,,,,,,,,
1728,,,,,,,Core i5-1335UE,,,,,,,,,,,,,,,,,,,,,,,
1729,,,,,,,Core i5-13400,,,,,,,,,,,,,,,,,,,,,,,
1730,,,,,,,Core i5-13400E,,,,,,,,,,,,,,,,,,,,,,,
1731,,,,,,,Core i5-13400F,,,,,,,,,,,,,,,,,,,,,,,
1732,,,,,,,Core i5-13400T,,,,,,,,,,,,,,,,,,,,,,,
1733,,,,,,,Core i5-1340P,,,,,,,,,,,,,,,,,,,,,,,
1734,,,,,,,Core i5-1340PE,,,,,,,,,,,,,,,,,,,,,,,
1735,,,,,,,Core i5-13420H,,,,,,,,,,,,,,,,,,,,,,,
1736,,,,,,,Core i5-13450HX,,,,,,,,,,,,,,,,,,,,,,,
1737,,,,,,,Core i5-1345U,,,,,,,,,,,,,,,,,,,,,,,
1738,,,,,,,Core i5-1345UE,,,,,,,,,,,,,,,,,,,,,,,
1739,,,,,,,Core i5-13500,,,,,,,,,,,,,,,,,,,,,,,
1740,,,,,,,Core i5-13500E,,,,,,,,,,,,,,,,,,,,,,,
1741,,,,,,,Core i5-13500H,,,,,,,,,,,,,,,,,,,,,,,
1742,,,,,,,Core i5-13500H (with IPU),,,,,,,,,,,,,,,,,,,,,,,
1743,,,,,,,Core i5-13500HX,,,,,,,,,,,,,,,,,,,,,,,
1744,,,,,,,Core i5-13500T,,,,,,,,,,,,,,,,,,,,,,,
1745,,,,,,,Core i5-13500TE,,,,,,,,,,,,,,,,,,,,,,,
1746,,,,,,,Core i5-13505H,,,,,,,,,,,,,,,,,,,,,,,
1747,,,,,,,Core i5-1350P,,,,,,,,,,,,,,,,,,,,,,,
1748,,,,,,,Core i5-1350PE,,,,,,,,,,,,,,,,,,,,,,,
1749,,,,,,,Core i5-13600,,,,,,,,,,,,,,,,,,,,,,,
1750,,,,,,,Core i5-13600H,,,,,,,,,,,,,,,,,,,,,,,
1751,,,,,,,Core i5-13600HE,,,,,,,,,,,,,,,,,,,,,,,
1752,,,,,,,Core i5-13600HX,,,,,,,,,,,,,,,,,,,,,,,
1753,,,,,,,Core i5-13600T,,,,,,,,,,,,,,,,,,,,,,,
1754,,,,,,,Core i5-13600K,,,,,,,,,,,,,,,,,,,,,,,
1755,,,,,,,Core i5-13600KF,,,,,,,,,,,,,,,,,,,,,,,
1756,,,,,,,Core i9-12900K,,,,,,,,,,,,,,,,,,,,,,,
1757,,,,,,,Core i9-12900KF,,,,,,,,,,,,,,,,,,,,,,,
1758,,,,,,,Core i9-12900,,,,,,,,,,,,,,,,,,,,,,,
1759,,,,,,,Core i9-12900E,,,,,,,,,,,,,,,,,,,,,,,
1760,,,,,,,Core i9-12900F,,,,,,,,,,,,,,,,,,,,,,,
1761,,,,,,,Core i9-12900H,,,,,,,,,,,,,,,,,,,,,,,
1762,,,,,,,Core i9-12900HK,,,,,,,,,,,,,,,,,,,,,,,
1763,,,,,,,Core i9-12900T,,,,,,,,,,,,,,,,,,,,,,,
1764,,,,,,,Core i9-12900TE,,,,,,,,,,,,,,,,,,,,,,,
1765,,,,,,,Core i9-12900KS,,,,,,,,,,,,,,,,,,,,,,,
1766,,,,,,,Core i9-12900HX,,,,,,,,,,,,,,,,,,,,,,,
1767,,,,,,,Core i9-12950HX,,,,,,,,,,,,,,,,,,,,,,,
1768,,,,,,,Core i7-12700K,,,,,,,,,,,,,,,,,,,,,,,
1769,,,,,,,Core i7-12700KF,,,,,,,,,,,,,,,,,,,,,,,
1770,,,,,,,Core i7-12650H,,,,,,,,,,,,,,,,,,,,,,,
1771,,,,,,,Core i7-12700,,,,,,,,,,,,,,,,,,,,,,,
1772,,,,,,,Core i7-12700E,,,,,,,,,,,,,,,,,,,,,,,
1773,,,,,,,Core i7-12700F,,,,,,,,,,,,,,,,,,,,,,,
1774,,,,,,,Core i7-12700H,,,,,,,,,,,,,,,,,,,,,,,
1775,,,,,,,Core i7-12700T,,,,,,,,,,,,,,,,,,,,,,,
1776,,,,,,,Core i7-12700TE,,,,,,,,,,,,,,,,,,,,,,,
1777,,,,,,,Core i7-12800H,,,,,,,,,,,,,,,,,,,,,,,
1778,,,,,,,Core i7-12800HE,,,,,,,,,,,,,,,,,,,,,,,
1779,,,,,,,Core i7-1250U,,,,,,,,,,,,,,,,,,,,,,,
1780,,,,,,,Core i7-1255U,,,,,,,,,,,,,,,,,,,,,,,
1781,,,,,,,Core i7-1260P,,,,,,,,,,,,,,,,,,,,,,,
1782,,,,,,,Core i7-1260U,,,,,,,,,,,,,,,,,,,,,,,
1783,,,,,,,Core i7-1265U,,,,,,,,,,,,,,,,,,,,,,,
1784,,,,,,,Core i7-1270P,,,,,,,,,,,,,,,,,,,,,,,
1785,,,,,,,Core i7-1280P,,,,,,,,,,,,,,,,,,,,,,,
1786,,,,,,,Core i7-1265UE,,,,,,,,,,,,,,,,,,,,,,,
1787,,,,,,,Core i7-1270PE,,,,,,,,,,,,,,,,,,,,,,,
1788,,,,,,,Core i7-12650HX,,,,,,,,,,,,,,,,,,,,,,,
1789,,,,,,,Core i7-12800HX,,,,,,,,,,,,,,,,,,,,,,,
1790,,,,,,,Core i7-12850HX,,,,,,,,,,,,,,,,,,,,,,,
1791,,,,,,,Core i7-1255UL,,,,,,,,,,,,,,,,,,,,,,,
1792,,,,,,,Core i7-1265UL,,,,,,,,,,,,,,,,,,,,,,,
1793,,,,,,,Core i7-12700HL,,,,,,,,,,,,,,,,,,,,,,,
1794,,,,,,,Core i7-12800HL,,,,,,,,,,,,,,,,,,,,,,,
1795,,,,,,,Core i5-12600K,,,,,,,,,,,,,,,,,,,,,,,
1796,,,,,,,Core i5-12600KF,,,,,,,,,,,,,,,,,,,,,,,
